Unique City,No. of Charge Stations
"ST. ROBERT, MO",1
"ST. SIMONS ISLAND, GA",1
"STAATSBURG, NY",1
"STAFFORD SPRINGS, CT",3
"STAFFORD, TX",5
"STAFFORD, VA",2
"STAMFORD, CT",18
"STANDISH, ME",2
"STANFORD, CA",11
"STANFORD, KY",1
"STANHOPE, NJ",2
"STANLEY, VA",1
"STANSBURY PARK, UT",1
"STANTON, CA",3
"STAPLES, MN",1
"STAR, NC",1
"STARKSBORO, VT",1
"STARKVILLE, MS",6
"STATE COLLEGE, PA",14
"STATELINE, NV",5
"STATEN ISLAND, NY",15
"STATESBORO, GA",3
"STATESVILLE, NC",3
"STAUNTON, VA",7
"STAUTON, VA",1
"STEAMBOAT SPRINGS, CO",11
"STEELE, AL",1
"STEILACOOM, WA",1
"STEPHENS CITY, VA",1
"STEPHENVILLE, TX",1
"STERLING HEIGHTS, MI",2
"STERLING, CO",1
"STERLING, MA",1
"STERLING, VA",8
"STEVENS POINT, WI",5
"STEVENSON, MD",1
"STEVENSON, WA",1
"STEWARTVILLE, MN",1
"STIGLER, OK",1
"STILLWATER, OK",7
"STILWELL, KS",1
"STILWELL, OK",2
"STINSON BEACH, CA",1
"STOCKBRIDGE, GA",1
"STOCKTON, CA",19
"STOCKTON, MO",1
"STOCKTON, NJ",2
"STONE HARBOR, NJ",1
"STONE MOUNTAIN, GA",3
"STONE RIDGE, NY",5
"STONEHAM, MA",4
"STONINGTON, CT",1
"STONINGTON, ME",1
"STONY BROOK, NY",12
"STONY CREEK, VA",1
"STORRS, CT",5
"STOUGHTON, MA",7
"STOW, OH",1
"STOWE, VT",14
"STRAKVILLE, MS",1
"STRASBURG, VA",2
"STRATFORD, CT",4
"STRATHAM, NH",2
"STRATTON, CO",1
"STRATTON, VT",1
"STREAMSONG, FL",1
"STREETSBORO, OH",3
"STROMSBURG, NE",1
"STRONGSVILLE, OH",2
"STROUD, OK",2
"STROUDSBURG, PA",1
"STUART, FL",4
"STUDIO CITY, CA",11
"STURBRIDGE, MA",1
"STURGEON BAY, WI",5
"STURGEON LAKE, MN",1
"SUDBURY, MA",1
"SUFFERN, NY",4
"SUFFIELD, CT",1
"SUFFOLK, VA",1
"SUGAR HILL, NH",1
"SUGAR LAND, TX",9
"SUGARLAND, TX",1
"SUISUN CITY, CA",1
"SUITLAND, MD",1
"SULLIVAN, MO",1
"SULPHUR SPRINGS, TX",1
"SULPHUR, LA",1
"SULTAN, WA",1
"SUMMERVILLE, SC",1
"SUMMIT POINT, WV",1
"SUMMIT, NJ",2
"SUMNER, WA",1
"SUMTER, SC",1
"SUN PRAIRIE, WI",3
"SUN VALLEY, CA",4
"SUN VALLEY, ID",2
"SUNBURY, OH",4
"SUNNY ISLES BEACH, FL",5
"SUNNYSIDE, WA",1
"SUNNYVALE, CA",51
"SUNNYVALE, TX",1
"SUNRISE, FL",7
"SUNSET BEACH, NC",1
"SUNSET VALLEY, TX",1
"SUPERIOR, AZ",1
"SUPERIOR, CO",8
"SUPERIOR, MT",1
"SUPERIOR, WI",2
"SUQUAMISH, WA",1
"SURFSIDE, FL",4
"SURPRISE, AZ",2
"SUSANVILLE, CA",2
"SUTHERLIN, OR",2
"SUTTER CREEK, CA",4
"SUTTON, WV",1
"SUTTONS BAY, MI",1
"SUWANEE, GA",3
"SWANS ISLAND, ME",2
"SWANSBORO, NC",1
"SWANSEA, MA",2
"SWANTON, VT",1
"SWANZEY, NH",2
"SWARTHMORE, PA",2
"SWARTZ CREEK, MI",1
"SWEET SPRINGS, MO",1
"SWEETWATER, TX",2
"SYKESVILLE, MD",3
"SYLACAUGA, AL",1
"SYLMAR, CA",5
"SYLVA, NC",1
"SYLVANIA, OH",1
"SYOSSET, NY",1
"SYRACUSE, NY",19
"TABERNASH, CO",2
"TACNA, AZ",1
"TACOMA, WA",43
"TAFT, CA",2
"TAHLEQUAH, OK",5
"TAHOE CITY, CA",5
"TAHOE VISTA, CA",2
"TAKOMA PARK, MD",6
"TALENT, OR",1
"TALIHINA, OK",1
"TALKEETNA, AK",2
"TALLAHASSEE, FL",18
"TAMARAC, FL",2
"TAMPA, FL",85
"TANEYTOWN, MD",1
"TANNERSVILLE, NY",2
"TANNERSVILLE, PA",1
"TAOS SKI VALLEY, NM",1
"TAOS, NM",2
"TARPON SPRINGS, FL",7
"TARRYTOWN, NY",5
"TARZANA, CA",6
"TAUNTON, MA",1
"TAVARES, FL",5
"TAVERNIER, FL",1
"TAYLOR, MI",2
"TAYLORS FALLS, MN",1
"TAYLORSVILLE, UT",6
"TEANECK, NJ",1
"TEGA CAY, SC",1
"TEHACHAPI, CA",2
"TELLURIDE, CO",3
"TEMECULA, CA",23
"TEMPE, AZ",47
"TEMPLE CITY, CA",1
"TEMPLE HILLS, MD",1
"TEMPLE, TX",1
"TEMPLETON, CA",6
"TEMPLETON, MA",1
"TERRE HAUTE, IN",3
"TETON VILLAGE, WY",3
"TEWKSBURY, MA",3
"TEXARKANA, TX",1
"TEXAS CITY, TX",2
"THACKERVILLE, OK",2
"THE COLONY, TX",4
"THE DALLES, OR",5
"THE PLAINS, VA",1
"THE VILLAGE, OK",1
"THE WOODLANDS, TX",9
"THERMAL, CA",1
"THIENSVILLE, WI",1
"THOMASVILLE, GA",1
"THOMASVILLE, NC",3
"THOMPSONVILLE, MI",2
"THOMSON, GA",1
"THORNTON, CO",11
"THOUSAND OAKS, CA",25
"THREE LAKES, WI",1
"THREE OAKS, MI",1
"THREE RIVERS, CA",1
"THREE RIVERS, TX",1
"THURMONT, MD",2
"TIBURON, CA",3
"TICONDEROGA, NY",1
"TIFTON, GA",9
"TIGARD, OR",16
"TILLAMOOK, OR",5
"TILTON, NH",2
"TIMNATH, CO",3
"TIMONIUM, MD",1
"TINLEY PARK, IL",2
"TINTON FALLS, NJ",2
"TIPP CITY, OH",4
"TITUSVILLE, FL",5
"TIVERTON, RI",1
"TIVOLI, NY",2
"TOCCOA, GA",2
"TOFTE, MN",1
"TOLEDO, OH",11
"TOLOVANA PARK, OR",1
"TOMAH, WI",3
"TOMBALL, TX",3
"TOMBSTONE, AZ",1
"TOMS RIVER, NJ",2
"TONASKET, WA",1
"TONAWANDA, NY",6
"TONEY, AL",1
"TONOPAH, NV",2
"TOOELE, UT",2
"TOPEKA OCL, KS",1
"TOPEKA, KS",11
"TOPSFIELD, MA",1
"TOPSHAM, ME",3
"TORRANCE, CA",44
"TORRANCE, CA, CA",1
"TORREY, UT",1
"TORRINGTON, CT",3
"TOTOWA, NJ",1
"TOWANDA, PA",2
"TOWER LAKES, IL",1
"TOWNSEND, TN",1
"TOWNSHEND, VT",1
"TOWSON, MD",9
"TRACY, CA",5
"TRAVELERS REST, SC",1
"TRAVER, CA",1
"TRAVERSE CITY, MI",13
"TRAVIS AIR FORCE BASE, CA",1
"TREASURE ISLAND, FL",3
"TREMONTON, UT",4
"TRENTON, ME",1
"TRENTON, MI",1
"TRENTON, NC",2
"TRENTON, NJ",4
"TREVOSE, PA",1
"TRIADELPHIA, WV",2
"TRINIDAD, CA",2
"TRINIDAD, CO",3
"TROPIC, UT",1
"TROUTDALE, OR",5
"TROUTVILLE, VA",1
"TROY, IL",1
"TROY, MI",10
"TROY, NY",19
"TRUCKEE, CA",16
"TRUMANSBURG, NY",2
"TRUMBULL, CT",1
"TRUTH OR CONSEQUENCES, NM",1
"TRYON, NC",1
"TUALATIN, OR",4
"TUBA CITY, AZ",1
"TUCKAHOE, NY",1
"TUCKER, GA",5
"TUCSON, AZ",48
"TUCUMCARI, NM",3
"TUKWILA, WA",9
"TULALIP, WA",1
"TULARE, CA",4
"TULLAHOMA, TN",1
"TULSA, OK",39
"TUMWATER, WA",5
"TUNKHANNOCK, PA",1
"TUOLUMNE, CA",1
"TUPELO, MS",4
"TUPPER LAKE, NY",6
"TURKEY LAKE, FL",1
"TURLOCK, CA",10
"TURNER, OR",1
"TURNERS FALLS, MA",1
"TURNERSVILLE, NJ",1
"TUSAYAN, AZ",1
"TUSCALOOSA, AL",8
"TUSTIN, CA",9
"TWAIN HARTE, CA",1
"TWENTYNINE PALMS, CA",2
"TWIN BRIDGES, CA",1
"TWIN FALLS, ID",4
"TWINSBURB, OH",1
"TWINSBURG, OH",3
"TWISP, WA",1
"TWO HARBORS, MN",2
"TWO RIVERS, WI",1
"TYLER, TX",6
"TYNGSBOROUGH, MA",2
"TYSONS CORNER, VA",2
"TYSONS, VA",4
"UKIAH, CA",10
"UNCASVILLE, CT",2
"UNION BEACH, NJ",1
"UNION CITY, CA",4
"UNION CITY, GA",4
"UNION SPRINGS, NY",1
"UNION, NJ",3
"UNION, SC",3
"UNION, WA",1
"UNIONDALE, NY",2
"UNIONTOWN, OH",1
"UNITY VILLAGE, MO",2
"UNITY, ME",3
"UNIVERSAL CITY, CA",17
"UNIVERSITY PARK, IL",1
"UNIVERSITY PLACE, WA",3
"UNIVERSITY, MS",2
"UPLAND, CA",4
"UPPER ARLINGTON, OH",3
"UPPER LAKE, CA",1
"UPPER MARLBORO, MD",4
"UPPER SADDLE RIVER, NJ",1
"UPPER ST. CLAIR, PA",1
"URBANA, IL",4
"URBANDALE, IA",4
"UTICA, NY",4
"UVALDE, TX",1
"UXBRIDGE, MA",2
"VACAVILLE, CA",22
"VAIL, CO",14
"VALATIE, NY",2
"VALDESE, NC",1
"VALDOSTA, GA",9
"VALENCIA, CA",8
"VALHALLA, NY",4
"VALLEJO, CA",12
"VALLEY CENTER, CA",1
"VALLEY STREAM, NY",3
"VALLEY VILLAGE, CA",2
"VALLEY, NE",1
"VALPARAISO, IN",3
"VALRICO, FL",1
"VAN HORN, TX",2
"VAN NUYS, CA",16
"VAN WERT, OH",1
"VANCOUVER, WA",36
"VANDALIA, OH",2
"VASHON, WA",1
"VENETA, OR",1
"VENICE, CA",6
"VENICE, FL",2
"VENTURA, CA",35
"VERGENNES, VT",2
"VERMILLION, SD",1
"VERNAL, UT",1
"VERNON HILLS, IL",4
"VERNON, CT",1
"VERNON, TX",1
"VERO BEACH, FL",7
"VERONA, NJ",5
"VERONA, NY",4
"VERONA, PA",1
"VERONA, WI",3
"VERSAILLES, KY",2
"VESTAL, NY",2
"VESUVIUS, VA",1
"VICKSBURG, MS",1
"VICTOR, NY",3
"VICTORIA, TX",3
"VICTORVILLE, CA",11
"VIDALIA, GA",1
"VIDOR, TX",1
"VIENNA, MD",3
"VIENNA, VA",15
"VILLA PARK, IL",2
"VILLANOVA, PA",1
"VINCENNES, IN",2
"VINELAND, NJ",1
"VINITA, OK",1
"VINTON, LA",1
"VIRGINIA BEACH, VA",30
"VIRGINIA CITY, NV",2
"VIRGINIA, MN",1
"VIROQUA, WI",1
"VISALIA, CA",12
"VISTA DR, WA",1
"VISTA, CA",8
"VOORHEES TOWNSHIP, NJ",1
"VOORHEESVILLE, NY",2
"WA, DC",1
"WABASH, IN",2
"WACO, TX",5
"WADDINGTON, NY",1
"WADENA, MN",1
"WADESBORO, NC",1
"WADSWORTH, IL",1
"WADSWORTH, OH",1
"WAGON MOUND, NM",1
"WAGONER, OK",1
"WAHIAWA, HI",1
"WAIANAE, HI",2
"WAIKOLOA, HI",3
"WAILEA, HI",3
"WAILUKU, HI",9
"WAIMEA, HI",1
"WAIPAHU, HI",11
"WAITSBURG, WA",1
"WAITSFIELD, VT",5
"WAKE FOREST, NC",8
"WAKEFIELD, MA",9
"WALDORF, MD",8
"WALDPORT, OR",2
"WALKER, MI",1
"WALKER, MN",1
"WALL, SD",1
"WALLA WALLA, WA",15
"WALLACE, NC",2
"WALLAND, TN",1
"WALLED LAKE, MI",1
"WALLINGFORD, CT",5
"WALNUT CREEK, CA",30
"WALNUT GROVE, MO",2
"WALNUT, CA",3
"WALPOLE, MA",2
"WALSENBURG, CO",1
"WALTERBORO, SC",3
"WALTERS, OK",1
"WALTHAM, MA",23
"WAMEGO, KS",1
"WANTAUGH, NY",2
"WAPATO, WA",1
"WAPPINGERS FALLS, NY",2
"WAREHAM, MA",1
"WARM SPRINGS, OR",1
"WARMINSTER, PA",4
"WARNER ROBBINS, GA",1
"WARNER ROBINS, GA",5
"WARREN, MI",8
"WARREN, NJ",2
"WARREN, OH",3
"WARREN, VT",7
"WARRENSBURG, MO",3
"WARRENSBURG, NY",1
"WARRENTON, MO",2
"WARRENTON, NC",1
"WARRENTON, OR",1
"WARRENTON, VA",3
"WARRINGTON, PA",2
"WARSAW, IN",2
"WARSAW, NY",1
"WARWICK, NY",2
"WARWICK, RI",20
"WASCO, CA",1
"WASHINGTON HEIGHTS, NY",1
"WASHINGTON TOWNSHIP, NJ",2
"WASHINGTON, CT",1
"WASHINGTON, DC",167
"WASHINGTON, ME",1
"WASHINGTON, OK",1
"WASHINGTON, PA",6
"WASHINGTON, TX",1
"WASHINGTON, UT",2
"WASHINGTON, VA",2
"WASILLA, AK",1
"WATAUGA, TX",1
"WATCH HILL, RI",1
"WATER MILL, NY",3
"WATERBURY, CT",6
"WATERBURY, VT",10
"WATERFORD, CA",1
"WATERFORD, CT",2
"WATERFORD, MI",2
"WATERFORD, NY",2
"WATERLOO, IA",4
"WATERLOO, NY",4
"WATERTOWN, MA",8
"WATERTOWN, NY",10
"WATERVILLE VALLEY, NH",1
"WATERVILLE, ME",6
"WATERVILLE, NY",1
"WATERVILLE, WA",1
"WATERVLIET, NY",13
"WATFORD CITY, ND",1
"WATKINS GLEN, NY",1
"WATSONVILLE, CA",10
"WAUKEE, IA",6
"WAUKEGAN, IL",4
"WAUKESHA, WI",5
"WAUNAKEE, WI",2
"WAUPACA, WI",2
"WAUPUN, WI",1
"WAUSAU, WI",7
"WAUTOMA, WI",1
"WAUWATOSA, WI",3
"WAVERLY, IA",1
"WAVERLY, NY",1
"WAXAHACHIE, TX",1
"WAYLAND, MA",3
"WAYLAND, MI",2
"WAYLAND, NY",2
"WAYNE, NE",1
"WAYNE, NJ",2
"WAYNE, PA",3
"WAYNESBORO, VA",2
"WAYNESVILLE, NC",3
"WAYZATA, MN",3
"WEATHERFORD, OK",2
"WEATHERFORD, TX",2
"WEAVERVILLE, NC",4
"WEBSTER GROVES, MO",1
"WEBSTER, NY",5
"WEBSTER, TX",2
"WEED, CA",1
"WEEHAWKEN, NJ",1
"WEKIVA SPRINGS, FL",1
"WELCHES, OR",2
"WELLESLEY, MA",11
"WELLFLEET, MA",3
"WELLINGTON, FL",1
"WELLS, ME",1
"WELLSVILLE, UT",1
"WENATCHEE, WA",15
"WENDOVER, NV",1
"WENHAM, MA",1
"WENTZVILLE, MO",1
"WERNERSVILLE, PA",1
"WESLEY CHAPEL, FL",1
"WEST ALLIS, WI",1
"WEST BABYLON, NY",1
"WEST BADEN SPRINGS, IN",1
"WEST BEND, WI",2
"WEST BLOOMFIELD CHARTER TOWNSHIP, MI",1
"WEST BLOOMFIELD TOWNSHIP, MI",1
"WEST BRANCH, MI",1
"WEST BRIDGEWATER, MA",1
"WEST BURLINGTON, IA",2
"WEST CHESTER, OH",1
"WEST CHESTER, PA",11
"WEST CHICAGO, IL",2
"WEST COLUMBIA, SC",2
"WEST COVINA, CA",8
"WEST DES MOINES, IA",4
"WEST DUNDEE, IL",2
"WEST FARGO, ND",3
"WEST GARDINER, ME",1
"WEST GREENWICH, RI",1
"WEST GROVE, PA",1
"WEST HARTFORD, CT",9
"WEST HAVEN, CT",2
"WEST HENRIETTA, NY",2
"WEST HILLS, CA",2
"WEST HOLLYWOOD, CA",24
"WEST JEFFERSON, NC",1
"WEST JEFFERSON, OH",1
"WEST JORDAN, UT",2
"WEST LAFAYETTE, IN",6
"WEST LAFAYETTE, OH",1
"WEST LAKE HILLS, TX",1
"WEST LEBANON, NH",1
"WEST LIBERTY, OH",2
"WEST LONG BRANCH, NJ",2
"WEST MELBOURNE, FL",1
"WEST MEMPHIS, AR",2
"WEST MIAMI, FL",1
"WEST MILWAUKEE, WI",1
"WEST MONROE, LA",1
"WEST NEW YORK, NJ",1
"WEST NYACK, NY",1
"WEST ORANGE, NJ",4
"WEST PALM BEACH, FL",30
"WEST PLAINS, MO",1
"WEST POINT, GA",1
"WEST POINT, NE",1
"WEST SACRAMENTO, CA",8
"WEST SAINT PAUL, MN",1
"WEST SIMSBURY, CT",2
"WEST SPRINGFIELD, MA",11
"WEST UNION, IA",1
"WEST UNION, OH",1
"WEST UNITY, OH",2
"WEST VALLEY CITY, UT",11
"WEST VALLEY, NY",1
"WEST WARWICK, RI",4
"WEST WENDOVER, NV",1
"WEST WINDSOR TOWNSHIP, NJ",1
"WEST YARMOUTH, MA",1
"WEST YELLOWSTONE, MT",3
"WESTBOROUGH, MA",4
"WESTBROOK, CT",3
"WESTBROOK, ME",1
"WESTBURY, NY",3
"WESTCHESTER, IL",1
"WESTERLY, RI",2
"WESTERN SPRINGS, IL",1
"WESTERVILLE, OH",4
"WESTFIELD, IN",1
"WESTFIELD, MA",5
"WESTFIELD, NJ",1
"WESTFORD, MA",3
"WESTHAMPTON BEACH, NY",2
"WESTLAKE VILLAGE, CA",13
"WESTLAKE, OH",3
"WESTLAKE, TX",2
"WESTLAND, MI",1
"WESTMINSTER, CA",13
"WESTMINSTER, CO",22
"WESTMINSTER, MD",4
"WESTMINSTER, SC",2
"WESTMORELAND, TN",1
"WESTON, FL",1
"WESTON, MA",1
"WESTON, WV",1
"WESTOVER, WV",1
"WESTPORT, CT",10
"WESTPORT, MA",1
"WESTPORT, NY",1
"WESTPORT, OR",1
"WESTPORT, WA",1
"WESTWEGO, LA",1
"WESTWOOD, CA",1
"WESTWOOD, KS",2
"WESTWOOD, MA",1
"WESTWORTH VILLAGE, TX",1
"WETHERSFIELD, CT",3
"WEXFORD, PA",4
"WEYMOUTH, MA",2
"WHARTON, NJ",2
"WHARTON, TX",1
"WHEAT RIDGE, CO",1
"WHEATLAND, WY",2
"WHEATON, IL",1
"WHEATON, MD",2
"WHEATON-GLENMONT, MD",1
"WHEELER, MI",1
"WHEELING, IL",3
"WHEELING, WV",1
"WHISPER VALLEY, TX",1
"WHITE BEAR LAKE, MN",1
"WHITE HALL, PA",1
"WHITE MARSH, MD",5
"WHITE PLAINS, NY",14
"WHITE RIVER JUNCTION, VT",3
"WHITE SULPHUR SPRINGS, WV",2
"WHITE, GA",1
"WHITEFISH, MT",3
"WHITEHALL, MI",1
"WHITESBORO, NY",1
"WHITESTOWN, IN",1
"WHITEWATER, WI",2
"WHITING, IN",1
"WHITSETT, NC",1
"WHITTIER, CA",7
"WICHITA FALLS, TX",2
"WICHITA, KS",9
"WICKENBURG, AZ",1
"WILBURTON, OK",1
"WILDER, KY",1
"WILDOMAR, CA",2
"WILDWOOD CREST, NJ",1
"WILDWOOD, FL",2
"WILKES BARRE, PA",2
"WILKES-BARRE TOWNSHIP, PA",1
"WILKES-BARRE, PA",2
"WILKESBORO, NC",3
"WILLARD, OH",1
"WILLCOX, AZ",1
"WILLIAMS, AZ",5
"WILLIAMS, CA",2
"WILLIAMSBURG, IA",1
"WILLIAMSBURG, KY",1
"WILLIAMSBURG, MA",1
"WILLIAMSBURG, MI",1
"WILLIAMSBURG, VA",17
"WILLIAMSPORT, PA",1
"WILLIAMSTOWN, MA",14
"WILLIAMSVILLE, NY",6
"WILLIMANTIC, CT",2
"WILLISTON, ND",1
"WILLISTON, VT",4
"WILLITS, CA",5
"WILLMAR, MN",1
"WILLOUGHBY HILLS, OH",1
"WILLOW BEACH, AZ",1
"WILLOW CREEK, CA",1
"WILLOW GROVE, PA",2
"WILLOW ST, PA",1
"WILLOWBROOK, IL",2
"WILLOWS, CA",2
"WILMINGTON, CA",4
"WILMINGTON, DE",9
"WILMINGTON, MA",3
"WILMINGTON, NC",17
"WILMINGTON, NY",2
"WILMINGTON, VT",2
"WILSON, NC",5
"WILSON, WY",1
"WILSONVILLE, OR",8
"WILTON MANOR, FL",1
"WILTON MANORS, FL",2
"WILTON, CT",2
"WIMBERLEY, TX",4
"WINCHENDON, MA",2
"WINCHESTER, KY",1
"WINCHESTER, MA",2
"WINCHESTER, TN",1
"WINCHESTER, VA",5
"WINDHAM, CT",2
"WINDHAM, ME",1
"WINDHAM, NY",1
"WINDSOR LOCKS, CT",2
"WINDSOR MILL, MD",1
"WINDSOR, CA",8
"WINDSOR, CO",3
"WINDSOR, NY",1
"WINDSOR, VT",1
"WINNEMUCCA, NV",4
"WINNETKA, CA",1
"WINNETKA, IL",1
"WINONA, MN",3
"WINONA, MS",2
"WINSLOW, AZ",2
"WINSTON-SALEM, NC",11
"WINTER GARDEN, FL",2
"WINTER HAVEN, FL",1
"WINTER PARK, CO",2
"WINTER PARK, FL",22
"WINTERS, CA",2
"WINTERS, TX",1
"WINTERSET, IA",1
"WINTERVILLE, NC",1
"WINTHROP, WA",3
"WISCASSET, ME",1
"WISCONSIN DELLS, WI",4
"WIXOM, MI",2
"WOBURN, MA",5
"WOLF CREEK, OR",1
"WOLFEBORO, NH",1
"WOOD RIVER, IL",1
"WOOD VILLAGE, OR",1
"WOODBRIDGE TOWNSHIP, NJ",1
"WOODBRIDGE, CT",2
"WOODBRIDGE, IL",1
"WOODBRIDGE, NJ",5
"WOODBRIDGE, VA",10
"WOODBURN, OR",6
"WOODBURY, MN",2
"WOODBURY, NJ",1
"WOODBURY, NY",2
"WOODCLIFF LAKE, NJ",5
"WOODFORD, VA",1
"WOODINVILLE, WA",8
"WOODLAND HILLS, CA",8
"WOODLAND PARK, CO",4
"WOODLAND, CA",17
"WOODLAND, WA",1
"WOODLAWN, MD",1
"WOODRIDGE, IL",1
"WOODS HOLE, MA",1
"WOODSIDE, CA",1
"WOODSIDE, NY",2
"WOODSTOCK, AL",1
"WOODSTOCK, CT",1
"WOODSTOCK, GA",7
"WOODSTOCK, NH",1
"WOODSTOCK, NY",3
"WOODSTOCK, VA",2
"WOODSTOCK, VT",3
"WOODSTOWN, NJ",1
"WOODWARD, OK",3
"WOOLWICH TOWNSHIP, NJ",1
"WOONSOCKET, RI",2
"WOOSTER, OH",6
"WORCESTER, MA",22
"WORTHINGTON, MN",1
"WORTHINGTON, OH",3
"WYE MILLS, MD",1
"WYNANTSKILL, NY",1
"WYNCOTE, PA",1
"WYNDMOOR, PA",1
"WYNNE, AR",1
"WYNNEWOOD, PA",3
"WYOMING, MI",2
"WYTHEVILLE, VA",4
"YACHATS, OR",3
"YAKIMA, WA",8
"YAMHILL, OR",1
"YAMPA, CO",2
"YANTIC, CT",1
"YAPHANK, NY",1
"YARMOUTH, ME",1
"YELLOW SPRING, WV",1
"YELLOW SPRINGS, OH",2
"YERINGTON, NV",1
"YERMO, CA",3
"YONKERS, NY",5
"YORBA LINDA, CA",10
"YORK HARBOR, ME",1
"YORK, ME",4
"YORK, PA",10
"YORK, SC",1
"YORKTOWN HEIGHTS, NY",3
"YORKTOWN, VA",4
"YORKVILLE, NY",1
"YOSEMITE NATIONAL PARK, CA",2
"YOSEMITE VALLEY, CA",1
"YOUNG HARRIS, GA",1
"YOUNGSTOWN, NY",1
"YOUNTVILLE, CA",7
"YPSILANTI, MI",2
"YREKA, CA",3
"YUBA CITY, CA",4
"YUCCA VALLEY, CA",2
"YUKON, OK",4
"YULEE, FL",2
"YUMA, AZ",3
"ZANESVILLE, OH",2
"ZEELAND, MI",7
"ZELIENOPLE, PA",1
"ZEPHYR COVE, NV",1
"ZEPHYRHILLS, FL",5
"ZILLAH, WA",1
"ZION CROSSROADS, VA",1
"ZIONSVILLE, IN",2
"ZUMBROTA, MN",1
